,Model,title,rate,tags,company,Images
1617,iPhone 6s Plus,Apple iPhone 6s Plus review,,"Apple,iOS",Apple,
1618,Xperia Z5 Compact,Sony Xperia Z5 Compact review,,"Sony,Android",Sony,http://cdn.gsmarena.com/imgroot/reviews/15/sony-xperia-z5-compact/lifestyle/-728w2/gsmarena_001.jpg
1619,K3 Note,Lenovo K3 Note review,,"Lenovo,Android",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/15/lenovo-k3-note/lifestyle/-728w2/gsmarena_002.jpg
1620,Lumia 950 XL,"Microsoft Lumia 950 XL, 950 and 550 hands-on",,"Microsoft,Windows",Microsoft,"https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-event/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-event/lifestyle/-728w2/gsmarena_001.jpg"
1621,Zenfone 2 Laser ZE500KL,"Asus Zenfone Zoom, Zenfone Max, ZenWatch2",,"Asus,Android,Android Wear,Wearables,IFA 2015",Asus,https://cdn.gsmarena.com/imgroot/reviews/15/ifa-2015-asus/inline/-728w2/gsmarena_001.jpg
1622,Elife E8,Gionee Elife E8 hands-on,,"Gionee,Android",Gionee,https://cdn.gsmarena.com/imgroot/reviews/15/gionee-elife-e8/inline/-728w2/gsmarena_001.jpg
1623,ZUK Z1,ZUK Z1 by Lenovo review,,"ZUK,Lenovo,Android,Dual SIM",ZUK,https://cdn.gsmarena.com/imgroot/reviews/15/lenovo-zuk-z1/lifestyle/-728w2/gsmarena_001.jpg
1624,MX5,Meizu MX5 review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/15/meizu-mx5/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/meizu-mx5/ofic/-728/gsmarena_001.jpg"
1625,Xperia Z5,Sony Xperia Z5 review,,"Sony,Android",Sony,
1626,Moto X Play,Motorola Moto X Play review,3.4,"Motorola,Android",Motorola,https://cdn.gsmarena.com/imgroot/reviews/15/motorola-moto-x-play/lifestyle/-728w2/gsmarena_001.jpg
1627,Galaxy S6 edge+,Apple iPhone 6s Plus vs. Samsung Galaxy S6 edge+,,"Apple,Samsung,Android,iOS,Shootout",Apple,"https://cdn.gsmarena.com/imgroot/reviews/15/iphone-6s-plus-vs-s6-edge-plus/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/iphone-6s-plus-vs-s6-edge-plus/lifestyle/-728w2/gsmarena_100.jpg"
1628,Galaxy S6 edge+,Apple iPhone 6s Plus vs. Samsung Galaxy S6 edge+,,"Apple,Samsung,Android,iOS,Shootout",Apple,
1629,iPhone 6s,iPhone 6s vs. Galaxy S6 vs. Xperia Z5,,"Apple,Samsung,Sony,Shootout",Apple,
1630,Mi 4c,Xiaomi Mi 4c review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-mi-4c/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-mi-4c/ofic/-728/gsmarena_003.jpg"
1631,One A9,HTC One A9 hands-on,,"HTC,Android,Hands-on",HTC,https://cdn.gsmarena.com/imgroot/reviews/15/htc-one-a9/lifestyle/-728w2/gsmarena_007.jpg
1632,Lumia 950,Microsoft Lumia 950 review,,"Microsoft,Windows",Microsoft,https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-950/ofic//gsmarena_001.jpg
1633,Galaxy J2,Samsung Galaxy J2 review,,"Samsung,Android",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-j2/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/samsung-galaxy-j2/offic/gsmarena_005.jpg"
1634,Lumia 950 XL Dual SIM,Microsoft Lumia 950 XL review,,"Microsoft,Windows,Dual SIM",Microsoft,https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-950-xl/ofic/-728/gsmarena_001.jpg
1635,Priv,BlackBerry Priv review,,"BlackBerry,Android",BlackBerry,https://cdn.gsmarena.com/imgroot/reviews/15/blackberry-priv/lifestyle/-728w2/gsmarena_001.jpg
1636,Lumia 550,Microsoft Lumia 550 review,,"Microsoft,Windows",Microsoft,"https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-550/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/microsoft-lumia-550/ofic/-728/gsmarena_001.jpg"
1637,R7s,Oppo R7s review,,"Oppo,Android",Oppo,https://cdn.gsmarena.com/imgroot/reviews/15/oppo-r7s/lifestyle/-728w2/gsmarena_002.jpg
1638,Huawei G8,Huawei G8 review,,"Huawei,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/15/huawei-g8/lifestyle/-728w2/gsmarena_001.jpg
1639,vivo X6,Vivo X6 hands-on,,"Vivo,Android",Vivo,"https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x6/hands-on//lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/vivo-x6/hands-on//lifestyle/-728w2/gsmarena_004.jpg"
1640,Nexus 6P,Huawei Nexus 6P review,,"Google,Android,Huawei",Google,"https://cdn.gsmarena.com/imgroot/reviews/15/huawei-nexus-6p/lifestyle/-728w2/gsmarena_022.jpg,https://cdn.gsmarena.com/imgroot/news/15/10/huawei-128gb-nexus6p/inline/gsmarena_001.jpg"
1641,Vibe Shot,Lenovo Vibe Shot review,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/15/lenovo-vibe-shot/lifestyle/-728w2/gsmarena_004.jpg
1642,Redmi Note 3 (MediaTek),Xiaomi Redmi Note 3 review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-3/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/15/xiaomi-redmi-note-3/offic/-728/gsmarena_001.jpg"
1643,Mate 8,"Hands-on of Mate 8, Mediapad M2 10.0, and more",,"Huawei,Android,CES 2016",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-huawei/gsmarena_400.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-huawei/gsmarena_000.jpg"
1644,Pixi 3 (8) LTE,"Hands-on of Alcatel Pixi 3 (8), Fierce XL, and more",,"Alcatel,Android,Windows",Alcatel,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-alcatel/inline/-728/gsmarena_001.jpg
1645,Idol 4,"Idol 4 and 4s, Plus 10, POP4, POP4+, and POP4S",,"Alcatel,Android,Windows 10,MWC 2016",Alcatel,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-alcatel/-728w2/gsmarena_001.jpg
1646,Grand X 3,"Samsung, ZTE, and Vivo",,"CES 2016,Android,ZTE",CES 2016,https://cdn.gsmarena.com/imgroot/reviews/16/ces2016-misc/inline/-728w2/gsmarena_001.jpg
1647,LG G5,LG G5,,"LG,Android,MWC 2016",LG,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-lg/g5/-1024x768m/gsmarena_038.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-lg/g5/-1024x768m/gsmarena_039.jpg"
1648,One X9,"One X9, Desire 825, HTC Desire 530, Desire 630",,"HTC,Android,MWC 2016",HTC,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-htc/-728w2/gsmarena_010.jpg
1649,Galaxy S7,Samsung Galaxy S7 and S7 edge,,"Samsung,Android,MWC 2016",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/inline/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-samsung/inline/-728w2/gsmarena_002.jpg"
1651,Vibe K5 Plus,Lenovo Vibe K5 and Vibe K5 Plus hands-on,,"Lenovo,Various,MWC 2016",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/lenovo-k5-plus/-1024x768mw1/gsmarena_001.jpg
1652,Blade V7,"ZTE Blade V7, Blade V7 Lite and Spro Plus hands-on",,"ZTE,Various,MWC 2016",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/zte-v7/-1024x768mw1/gsmarena_001.jpg
1654,Xperia X,"Sony Xperia X, X Performance and XA",,"Sony,Android,MWC 2016",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-sony/inline/-728w2/gsmarena_003.jpg"
1655,S60,CAT S60 hands-on,,"CAT,Various,MWC 2016",CAT,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/cat-s60/inline/-728/gsmarena_001.jpg
1656,Lumia 650,Microsoft Lumia 650 hands-on,,"Microsoft,Windows,MWC 2016",Microsoft,
1657,Gionee S8,Gionee S8 hands-on,,"Gionee,Various,MWC 2016",Gionee,
1658,Mi 5,Xiaomi Mi 5 review,4.3,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5/ofic/-728/gsmarena_001.jpg"
1659,Galaxy S7 edge,Samsung Galaxy S7 edge review,4.7,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/ofic/-728/gsmarena_001.jpg
1660,Vibe K4 Note,Lenovo Vibe K4 Note review,,"Lenovo,Android",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-k4-note/lifestyle/-728w2/gsmarena_004.jpg
1661,Galaxy S7,Samsung Galaxy S7 review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/micro/-728x314/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/lifestyle/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7/lifestyle/-728w2/gsmarena_009.jpg"
1662,PRO 5,Meizu Pro 5 Ubuntu Edition hands-on,,"Meizu,Various,MWC 2016",Meizu,
1663,Xperia X Performance,Interview with Sony,,"Sony,Android,MWC 2016",Sony,
1664,Elite x3,HP Elite X3 hands-on,,"HP,Various,MWC 2016",HP,https://cdn.gsmarena.com/imgroot/reviews/16/mwc2016-various/hp-elite-x3/-728w2/gsmarena_008.jpg
1665,Galaxy S7,Samsung Galaxy S7 vs. Apple iPhone 6s,,"Samsung,Apple,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-s7-vs-iphone-6s/lifestyle/-728w2/gsmarena_001.jpg
1666,LG G5,LG G5 review,4.4,"LG,Android",LG,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/ofic/-728w3/gsmarena_001.jpg
1667,Galaxy S7,Samsung Galaxy S7 vs. Apple iPhone 6s,,"Samsung,Apple,Shootout",Samsung,
1668,Mi 4s,Xiaomi Mi 4s review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-4s/lifestyle/-728w2/gsmarena_009.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-4s/ofic/-728w3/gsmarena_001.jpg"
1669,Galaxy S7 edge,Samsung Galaxy S7 edge review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_010.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-s7-edge/lifestyle/-728w2/gsmarena_011.jpg"
1670,Lumia 650,Microsoft Lumia 650 review,,"Microsoft,Lumia,Dual SIM,Windows 10",Microsoft,https://cdn.gsmarena.com/imgroot/reviews/16/microsoft-lumia-650/lifestyle/-728w2/gsmarena_004.jpg
1671,LG G5,LG G5 vs Samsung Galaxy S7 edge,,"Samsung,LG,Android,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-s7-edge-vs-lg-g5-low-light/lifestyle/-728w2/gsmarena_005.jpg
1672,Liquid Jade Primo,Acer Liquid Jade Primo review,,"Acer,Dual SIM,Windows 10",Acer,https://cdn.gsmarena.com/imgroot/reviews/16/acer-jade-primo/lifestyle/-728w2/gsmarena_004.jpg
1673,Huawei P9,Huawei P9 and P9 Plus hands-on,,"Huawei,Android,Hands-on",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/handson/inline/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9/handson/inline/-728/gsmarena_010.jpg"
1674,HTC 10,HTC 10 review,,"HTC,Android,Time-saver",HTC,"https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main01.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main02.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/htc-10/review/-728w2/main03.jpg"
1675,LG G5,LG G5 review,,"LG,Android,Time-saver",LG,"https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/micro/-728/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_051.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/lg-g5/lifestyle/-728w2/gsmarena_003.jpg"
1676,Xperia XA Ultra,Sony Xperia XA Ultra hands-on,,"Sony,Android",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xa-ultra/preview/inline/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xa-ultra/preview/inline/-728w2/gsmarena_019.jpg"
1677,Liquid X2,Acer Liquid X2 review,,"Acer,Android",Acer,"https://cdn.gsmarena.com/imgroot/reviews/16/acer-liquid-x2/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/acer-liquid-x2/inline/-728w3/gsmarena_001.jpg"
1678,Xperia X,Sony Xperia X review,,"Sony,Android",Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x//inline/-728w2/gsmarena_001.jpg
1679,Pro 6,Meizu Pro 6 review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-6/lifestyle/-728w2/gsmarena_008.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-6/ofic/-728w3/gsmarena_002.jpg"
1680,Galaxy J5 (2016),Samsung Galaxy J5 (2016) review,,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-j5-2016//lifestyle/-728w2/gsmarena_001.jpg
1681,M3 Note,Meizu m3 note review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-note/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-note/ofic/-728w3/gsmarena_001.jpg"
1683,Zenfone Max ZC550KL,Asus Zenfone Max review,,"Asus,Android,Dual SIM",Asus,https://cdn.gsmarena.com/imgroot/reviews/16/asus-zenfone-max-zc550kl/lifestyle/-728w2/gsmarena_001.jpg
1684,Moto G4 Plus,Moto G4 Plus hands-on,,"Motorola,Android",Motorola,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-g4-plus/preview//lifestyle/-728w2/gsmarena_005.jpg
1685,Mi Max,Xiaomi Mi Max review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-max/lifestyle/-728w2/gsmarena_001.jpg
1686,Moto Z Force,Lenovo Moto Z and Phab2 Pro hands-on,,"Motorola,Lenovo,Android,Hands-on",Motorola,"https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-moto-z/-728x400w3/gsmarena_029.jpg,https://cdn.gsmarena.com/imgroot//reviews/16/lenovo-moto-z/-728/gsmarena_028.jpg"
1687,PRO 5,Meizu Pro 5 Ubuntu Edition review,,"Meizu,Ubuntu,Linux",Meizu,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-pro-5-ubuntu/lifestyle/-728w2/gsmarena_001.jpg
1688,Le Max 2,LeEco Le Max 2 review,,"LeEco,Android,Dual SIM",LeEco,"https://cdn.gsmarena.com/imgroot/reviews/16/leeco-le-max-2/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/leeco-le-max-2/ofic/-728w3/gsmarena_001.jpg"
1689,Xperia X Performance,Sony Xperia X Performance review,,"Sony,Android",Sony,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-x-performance/inline/-728w3/gsmarena_001.jpg
1690,P9 Plus,Huawei P9 Plus review,,"Huawei,Android",Huawei,"https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9-plus/lifestyle/-728w2/gsmarena_009.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-p9-plus/ofic/-728w3/gsmarena_001.jpg"
1691,Galaxy On7 Pro,Samsung Galaxy On5 Pro and On7 Pro preview,,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-on5pro-on7pro/inline/-728w2/gsmarena_001.jpg
1692,Moto Z,Moto Z Droid review,,"Motorola,Android,Lenovo",Motorola,https://cdn.gsmarena.com/imgroot/reviews/16/moto-z-droid-edition-review/lifestyle/-728w2/gsmarena_002.jpg
1693,Galaxy Note7,Samsung Galaxy Note7 hands-on,,"Samsung,Android,Hands-on",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/handson/inline/-728w2/gsmarena_0035.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/handson/inline/-728w2/gsmarena_008.jpg"
1694,Honor 5c,Honor 7 Lite (5c) review,,"Huawei,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-honor-5c/lifestyle/-728w2/gsmarena_008.jpg
1695,Redmi 3 Pro,Xiaomi Redmi 3 Pro review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3-pro/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3-pro/ofic/-728w3/gsmarena_001.jpg"
1696,Vibe K5,Lenovo Vibe K5 review,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-vibe-k5/lifestyle/-728w2/gsmarena_004.jpg
1697,Moto Z Force,Moto Z Force Droid review,,"Lenovo,Android,Motorola,Verizon",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/moto-z-force-droid-edition-review/lifestyle/-728w2/gsmarena_006.jpg
1698,Galaxy Note7,Samsung Galaxy Note7 review,,"Samsung,Android",Samsung,
1699,Galaxy Note5, Galaxy Note7 vs. S7 edge vs. Note5,,"Samsung,Android,Shootout",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/galaxy-shootout-2016/lifestyle/-728w2/gsmarena_005.jpg
1700,Redmi Note 3,Xiaomi Redmi Note 3 (Snapdragon) review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-note-3-snapdragon/review/lifestyle/-728w2/gsmarena_003.jpg
1701,F1s,Oppo F1s review,,"Oppo,Android",Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-f1s/lifestyle/-728w2/gsmarena_003.jpg
1702,Redmi 3s Prime,Xiaomi Redmi 3S Prime review,,"Xiaomi,Android,Preview",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_006.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_001.jpg"
1703,Galaxy C7,Samsung Galaxy C7 review,,"Samsung,Android,Preview",Samsung,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-c7/lifestyle/-728w2/gsmarena_002.jpg
1704,Galaxy Note7,Samsung Galaxy Note7 review,,"Samsung,Android,Time-saver",Samsung,"https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_031.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_012.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_015.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/samsung-galaxy-note7/review/lifestyle/-728w2/gsmarena_030.jpg"
1705,Redmi Note 4 (MediaTek),Xiaomi Redmi Note 4 review,,"Xiaomi,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-note-4/lifestyle/-728w2/gsmarena_007.jpg
1706,Redmi 3s,Xiaomi Redmi 3S review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s/ofic/-728w3/gsmarena_001.jpg"
1707,nubia Z11,Nubia Z11 review,,"ZTE,Nubia,Android",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/zte-nubia-z11/lifestyle/-728w2/gsmarena_005.jpg
1708,iPhone 7 Plus,Apple iPhone 7 Plus review,4.1,"Apple,iOS",Apple,"https://cdn.gsmarena.com/imgroot/reviews/16/apple-iphone-7-plus/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/apple-iphone-7-plus/ofic/-728/gsmarena_001.jpg"
1710,iPhone 7,iPhone 7 vs Galaxy S7 vs Xperia XZ vs LG G5,,"Shootout,Apple,LG,Samsung,Sony",Shootout,https://cdn.gsmarena.com/imgroot/reviews/16/shootout-g5-iphone7-s7-xz/lifestyle/-728w2/gsmarena_002.jpg
1711,Mi 5s,Xiaomi Mi 5s review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-5s/ofic/-728/gsmarena_001.jpg"
1713,R9s,Oppo R9s review,,"Oppo,Android,Dual SIM",Oppo,https://cdn.gsmarena.com/imgroot/reviews/16/oppo-r9s/lifestyle/-728w2/gsmarena_005.jpg
1714,Axon 7,ZTE Axon 7 review,,"ZTE,Android,Dual SIM",ZTE,https://cdn.gsmarena.com/imgroot/reviews/16/zte-axon-7/lifestyle/-728w2/gsmarena_001.jpg
1715,OnePlus 3T,OnePlus 3T review,4.5,"OnePlus,Android,Dual SIM",OnePlus,
1716,Mi Note 2,Xiaomi Mi Note 2 review,,"Xiaomi,Android,Dual SIM",Xiaomi,"https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-note-2/lifestyle/-728w2/gsmarena_011.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-mi-note-2/offic/-728/gsmarena_002.jpg"
1717,Phab2 Plus,Lenovo Phab2 Plus preview ,,"Lenovo,Android,Dual SIM",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/lenovo-phab2-plus/lifestyle/-728w2/gsmarena_001.jpg
1718,Mate 9,Huawei Mate 9 vs. Xiaomi Mi 5s Plus,,"Huawei,Xiaomi,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/16/huawei-mate-9-vs-xiaomi-mi-5s-plus/lifestyle/-728w2/gsmarena_001.jpg
1720,M3 Max,Meizu M3 Max review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/lifestyle/-728w2/gsmarena_001.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/lifestyle/-728w2/gsmarena_002.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/meizu-m3-max/battery/-728/gsmarena_001.jpg"
1722,Moto Z Play,Moto Z Play review,,"Lenovo,Motorola,Android",Lenovo,https://cdn.gsmarena.com/imgroot/reviews/16/motorola-moto-z-play/lifestyle/-728w2/gsmarena_001.jpg
1723,Redmi 3s Prime,Xiaomi Redmi 4 Prime vs. Redmi 3s Prime,,"Xiaomi,Android,Dual SIM",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/xiaomi-redmi-3s-prime-vs/lifestyle/-728w2/gsmarena_032.jpg
1724,Mi Note 2,Xiaomi Mi Note 2 vs. Samsung Galaxy S7 edge,,"Xiaomi,Samsung,Android",Xiaomi,https://cdn.gsmarena.com/imgroot/reviews/16/halfprice-mi-note-2-vs-galaxy-s7-edge/lifestyle/-728w2/gsmarena_002.jpg
1725,OnePlus 3T,OnePlus 3T vs. Google Pixel XL,,"OnePlus,Google,Android",OnePlus,https://cdn.gsmarena.com/imgroot/reviews/16/halfprice-oneplus-3t-google-pixel-xl/lifestyle/-728w2/gsmarena_001.jpg
1726,Galaxy S7,Samsung Galaxy S7 vs. Galaxy A5 (2016),,"Samsung,Android",Samsung,https://cdn.gsmarena.com/imgroot/reviews/17/half-priced-galaxy-a5-2016-vs-galaxy-s7/lifestyle/-728w2/gsmarena_003.jpg
1727,Honor 6X,Honor 6X review,,"Huawei,Honor,Android",Huawei,https://cdn.gsmarena.com/imgroot/reviews/17/huawei-honor-6x/lifestyle/-728w2/gsmarena_001.jpg
1728,Xperia XZ,Sony Xperia XZ review,,"Sony,Android,Time-saver",Sony,"https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_003.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_004.jpg,https://cdn.gsmarena.com/imgroot/reviews/16/sony-xperia-xz/review/lifestyle/-728w2/gsmarena_008.jpg"
1729,Zenfone 3s Max ZC521TL,Asus Zenfone 3S Max review,,"Asus,Android",Asus,https://cdn.gsmarena.com/imgroot/reviews/17/zenfone-3s-max-zc521tl/phone/-1024x768mw1/gsmarena_001.jpg
1730,Galaxy S7 edge,Android 7.0 on the Galaxy S7 edge,,"Samsung,Android",Samsung,
1731,Meizu M5,Meizu M5 review,,"Meizu,Android,Dual SIM",Meizu,"https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/lifestyle/-728w2/gsmarena_005.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/lifestyle/-728w2/gsmarena_007.jpg,https://cdn.gsmarena.com/imgroot/reviews/17/meizu-m5/battery/-728/gsmarena_001.jpg"
